TITLE,ASSIGNMENT,RACE/ETHNICITY,GENDER,AGE,YEARS_IN_SERVICE,DEGREE,CITY_RESIDENT?,AGENCY
POLICE OFFICER,SOUTHERN DISTRICT,WHITE,MALE,49,24,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER (EID),SOUTHERN DISTRICT,WHITE,MALE,31,4,,YES,BPD
POLICE OFFICER (EID),SOUTHERN DISTRICT,WHITE,FEMALE,50,4,,NO,BPD
POLICE OFFICER (EID),SOUTHERN DISTRICT,WHITE,MALE,27,3,,YES,BPD
POLICE OFFICER (EID),SOUTHERN DISTRICT,WHITE,MALE,31,4,,YES,BPD
POLICE OFFICER (EID),SOUTHERN DISTRICT,WHITE,MALE,40,3,,NO,BPD
POLICE OFFICER (EID),SOUTHERN DISTRICT,WHITE,MALE,27,4,,NO,BPD
POLICE SERGEANT,SOUTHERN DISTRICT,AFRICAN AMERICAN,MALE,47,17,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE SERGEANT,SOUTHERN DISTRICT,WHITE,MALE,37,16,2 YEARS COLLEGE; NO A. A.,YES,BPD
POLICE SERGEANT,SOUTHERN DISTRICT,AFRICAN AMERICAN,MALE,47,6,MASTERS COMPLETED & RECEIVED,NO,BPD
POLICE SERGEANT,SOUTHERN DISTRICT,WHITE,MALE,46,22,HGH SCHOOL GRADUATE,NO,BPD
POLICE SERGEANT,SOUTHERN DISTRICT,AFRICAN AMERICAN,FEMALE,42,22,HGH SCHOOL GRADUATE,NO,BPD
POLICE SERGEANT,SOUTHERN DISTRICT,OTHER HISPANIC,MALE,43,18,2 YEARS COLLEGE; NO A. A.,NO,BPD
POLICE SERGEANT,SOUTHERN DISTRICT,WHITE,MALE,44,19,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE SERGEANT,SOUTHERN DISTRICT,WHITE,MALE,48,22,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE SERGEANT,SOUTHERN DISTRICT,WHITE,MALE,52,29,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE SERGEANT,SOUTHERN DISTRICT,AFRICAN AMERICAN,FEMALE,43,7,HGH SCHOOL GRADUATE,NO,BPD
POLICE SERGEANT,SOUTHERN DISTRICT,AFRICAN AMERICAN,MALE,39,14,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE SERGEANT,SOUTHERN DISTRICT,WHITE,MALE,42,17,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE SERGEANT,SOUTHERN DISTRICT,WHITE,MALE,42,19,A.A. COMPLETED & RECEIVED,NO,BPD
POLICE SERGEANT,SOUTHERN DISTRICT,AFRICAN AMERICAN,MALE,,20,HGH SCHOOL GRADUATE,NO,BPD
POLICE SERGEANT,SOUTHERN DISTRICT,AFRICAN AMERICAN,MALE,35,12,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE SERGEANT,SOUTHERN DISTRICT,WHITE,MALE,38,18,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE SERGEANT,SOUTHERN DISTRICT,AFRICAN AMERICAN,MALE,47,21,2 YEARS COLLEGE; NO A. A.,NO,BPD
POLICE SERGEANT,SOUTHERN DISTRICT,AFRICAN AMERICAN,MALE,42,23,HGH SCHOOL GRADUATE,NO,BPD
CAPTAIN,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,MALE,39,20,B.A. OR B.S. COMPLETED & RECEIVED,YES,BPD
POLICE LIEUTENANT,SOUTHWESTERN DISTRICT,WHITE,MALE,40,17,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE LIEUTENANT,SOUTHWESTERN DISTRICT,WHITE,MALE,52,22,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE LIEUTENANT,SOUTHWESTERN DISTRICT,WHITE,MALE,60,31,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE LIEUTENANT EID,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,MALE,42,16,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE MAJOR/DIRECTOR,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,MALE,40,16,2 YEARS COLLEGE; NO A. A.,YES,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,MALE,58,14,2 YEARS COLLEGE; NO A. A.,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,MALE,43,12,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,MALE,52,9,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,MALE,34,10,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,WHITE,MALE,38,16,4 YEARS COLLEGE,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,WHITE,MALE,42,14,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,FEMALE,36,15,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,WHITE,MALE,34,6,2 YEARS COLLEGE; NO A. A.,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,WHITE,MALE,47,17,4 YEARS COLLEGE,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,MALE,45,17,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,MALE,48,25,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,WHITE,MALE,43,14,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,MALE,53,18,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,MALE,50,19,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,MALE,61,19,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,WHITE,MALE,35,13,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,MALE,36,13,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,WHITE,MALE,43,18,2 YEARS COLLEGE; NO A. A.,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,MALE,39,7,HIGH SCHOOL GED / EQUIVALENCY,YES,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,WHITE,MALE,50,24,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,MALE,44,7,2 YEARS COLLEGE; NO A. A.,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,MALE,32,5,,YES,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,AMER-INDIAN,MALE,37,12,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,OTHER HISPANIC,MALE,30,5,,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,MALE,31,7,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,MALE,30,6,HIGH SCHOOL GED / EQUIVALENCY,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,WHITE,MALE,34,8,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,WHITE,MALE,31,9,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,MALE,49,9,4 YEARS COLLEGE,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,MALE,37,13,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,WHITE,MALE,26,5,,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,OTHER HISPANIC,MALE,32,5,,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,OTHER ASIAN,MALE,40,5,,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,OTHER HISPANIC,MALE,31,6,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,MALE,28,7,HIGH SCHOOL GED / EQUIVALENCY,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,WHITE,MALE,28,5,,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,WHITE,MALE,40,6,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,WHITE,MALE,42,14,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,OTHER HISPANIC,MALE,45,14,1 YEAR COLLEGE OR LESS,YES,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,FEMALE,27,7,HGH SCHOOL GRADUATE,YES,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,WHITE,MALE,27,5,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,WHITE,MALE,31,5,HGH SCHOOL GRADUATE,YES,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,MALE,34,9,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,FEMALE,28,9,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,WHITE,MALE,31,9,A.A. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,OTHER HISPANIC,MALE,36,5,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,MALE,27,8,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,WHITE,MALE,26,5,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,MALE,46,13,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,FEMALE,28,8,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,OTHER HISPANIC,MALE,40,9,2 YEARS COLLEGE; NO A. A.,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,MALE,30,7,HGH SCHOOL GRADUATE,YES,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,FEMALE,27,6,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,WHITE,MALE,27,3,A.A. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,FEMALE,31,10,1 YEAR COLLEGE OR LESS,YES,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,OTHER HISPANIC,MALE,45,7,A.A. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,OTHER HISPANIC,MALE,42,8,A.A. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,WHITE,MALE,38,9,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,MALE,31,7,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,OTHER HISPANIC,MALE,41,8,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,WHITE,MALE,44,21,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,WHITE,MALE,36,7,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,FEMALE,34,10,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,WHITE,MALE,50,8,HGH SCHOOL GRADUATE,YES,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,OTHER HISPANIC,FEMALE,37,5,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,WHITE,MALE,51,8,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,WHITE,MALE,31,5,5 YEARS COLLEGE,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,MALE,46,18,4 YEARS COLLEGE,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,WHITE,MALE,29,2,,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,WHITE,MALE,21,1,,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,OTHER HISPANIC,MALE,27,3,,YES,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,WHITE,MALE,26,2,,YES,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,OTHER HISPANIC,MALE,25,2,,YES,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,WHITE,MALE,29,4,,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,WHITE,MALE,43,3,,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,OTHER HISPANIC,MALE,29,4,,YES,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,WHITE,MALE,29,2,,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,WHITE,MALE,27,5,,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,WHITE,MALE,24,2,,YES,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,WHITE,MALE,26,3,,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,WHITE,MALE,,0,,YES,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,MALE,27,8,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,WHITE,MALE,54,19,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,WHITE,MALE,26,4,,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,MALE,33,3,,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,WHITE,MALE,24,2,,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,WHITE,MALE,31,2,,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,MALE,27,2,,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,WHITE,MALE,26,2,,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,MALE,35,2,,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,MALE,26,2,,YES,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,WHITE,MALE,26,2,,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,WHITE,MALE,24,2,,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,WHITE,MALE,29,3,,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,FEMALE,35,4,,YES,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,OTHER HISPANIC,MALE,38,10,A.A. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,OTHER HISPANIC,MALE,28,2,,YES,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,MALE,23,3,,YES,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,FEMALE,31,4,,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,WHITE,MALE,21,1,,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,WHITE,FEMALE,39,3,,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,WHITE,MALE,28,4,,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,WHITE,MALE,31,2,,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,MALE,26,3,,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,WHITE,MALE,26,5,,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,FEMALE,35,11,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,MALE,42,11,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,MALE,27,7,1 YEAR COLLEGE OR LESS,YES,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,WHITE,MALE,42,20,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,MALE,33,6,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,MALE,46,19,MASTERS COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,WHITE,MALE,39,17,A.A. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,MALE,29,8,HGH SCHOOL GRADUATE,YES,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,MALE,28,2,,YES,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,MALE,43,21,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,MALE,45,12,HGH SCHOOL GRADUATE,YES,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,MALE,29,7,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SOUTHWESTERN DISTRICT,WHITE,MALE,44,5,,NO,BPD
POLICE OFFICER (EID),SOUTHWESTERN DISTRICT,WHITE,MALE,31,4,,NO,BPD
POLICE OFFICER (EID),SOUTHWESTERN DISTRICT,OTHER HISPANIC,MALE,27,3,,YES,BPD
POLICE OFFICER (EID),SOUTHWESTERN DISTRICT,WHITE,FEMALE,29,3,,NO,BPD
POLICE OFFICER (EID),SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,FEMALE,34,6,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE SERGEANT,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,MALE,39,18,HGH SCHOOL GRADUATE,NO,BPD
POLICE SERGEANT,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,FEMALE,55,15,2 YEARS COLLEGE; NO A. A.,NO,BPD
POLICE SERGEANT,SOUTHWESTERN DISTRICT,WHITE,MALE,42,17,2 YEARS COLLEGE; NO A. A.,NO,BPD
POLICE SERGEANT,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,FEMALE,44,19,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE SERGEANT,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,MALE,43,20,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE SERGEANT,SOUTHWESTERN DISTRICT,WHITE,MALE,31,8,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE SERGEANT,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,MALE,34,5,HGH SCHOOL GRADUATE,NO,BPD
POLICE SERGEANT,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,FEMALE,44,18,A.A. COMPLETED & RECEIVED,YES,BPD
POLICE SERGEANT,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,FEMALE,52,16,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE SERGEANT,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,MALE,48,24,4 YEARS COLLEGE,NO,BPD
POLICE SERGEANT,SOUTHWESTERN DISTRICT,WHITE,MALE,46,17,2 YEARS COLLEGE; NO A. A.,NO,BPD
POLICE SERGEANT,SOUTHWESTERN DISTRICT,WHITE,MALE,34,10,HGH SCHOOL GRADUATE,YES,BPD
POLICE SERGEANT,SOUTHWESTERN DISTRICT,WHITE,MALE,41,15,2 YEARS COLLEGE; NO A. A.,NO,BPD
POLICE SERGEANT,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,MALE,38,10,A.A. COMPLETED & RECEIVED,NO,BPD
POLICE SERGEANT EID,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,MALE,47,12,B.A. OR B.S. COMPLETED & RECEIVED,YES,BPD
POLICE SERGEANT EID,SOUTHWESTERN DISTRICT,AFRICAN AMERICAN,MALE,40,12,HGH SCHOOL GRADUATE,NO,BPD
CAPTAIN,SPECIAL INVESTIGATION SECTION,WHITE,MALE,37,16,2 YEARS COLLEGE; NO A. A.,NO,BPD
CAPTAIN,SPECIAL OPERATIONS SECTION,AFRICAN AMERICAN,MALE,55,33,2 YEARS COLLEGE; NO A. A.,NO,BPD
POLICE LIEUTENANT,SPECIAL OPERATIONS SECTION,WHITE,MALE,44,20,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE LIEUTENANT,SPECIAL OPERATIONS SECTION,WHITE,MALE,55,,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,SPECIAL OPERATIONS SECTION,WHITE,MALE,57,33,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,SPECIAL OPERATIONS SECTION,OTHER HISPANIC,MALE,32,9,4 YEARS COLLEGE,NO,BPD
POLICE OFFICER,SPECIAL OPERATIONS SECTION,WHITE,MALE,31,4,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SPECIAL OPERATIONS SECTION,OTHER HISPANIC,MALE,45,8,HGH SCHOOL GRADUATE,YES,BPD
POLICE OFFICER,SPECIAL OPERATIONS SECTION,OTHER ASIAN,MALE,28,5,,NO,BPD
POLICE OFFICER,SPECIAL OPERATIONS SECTION,WHITE,MALE,46,9,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SPECIAL OPERATIONS SECTION,AFRICAN AMERICAN,MALE,34,12,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SPECIAL OPERATIONS SECTION,WHITE,MALE,45,22,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SPECIAL OPERATIONS SECTION,WHITE,MALE,43,19,2 YEARS COLLEGE; NO A. A.,NO,BPD
POLICE OFFICER,SPECIAL OPERATIONS SECTION,WHITE,MALE,47,20,2 YEARS COLLEGE; NO A. A.,NO,BPD
POLICE OFFICER,SPECIAL OPERATIONS SECTION,WHITE,MALE,42,17,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,SPECIAL OPERATIONS SECTION,WHITE,MALE,40,17,A.A. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,SPECIAL OPERATIONS SECTION,WHITE,MALE,50,20,4 YEARS COLLEGE,NO,BPD
POLICE OFFICER,SPECIAL OPERATIONS SECTION,WHITE,MALE,34,6,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SPECIAL OPERATIONS SECTION,WHITE,MALE,28,4,,NO,BPD
POLICE OFFICER,SPECIAL OPERATIONS SECTION,WHITE,MALE,40,14,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,SPECIAL OPERATIONS SECTION,OTHER HISPANIC,MALE,47,19,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SPECIAL OPERATIONS SECTION,WHITE,MALE,46,23,HIGH SCHOOL GED / EQUIVALENCY,NO,BPD
POLICE OFFICER,SPECIAL OPERATIONS SECTION,WHITE,MALE,30,7,B.A. OR B.S. COMPLETED & RECEIVED,YES,BPD
POLICE OFFICER,SPECIAL OPERATIONS SECTION,WHITE,MALE,32,8,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SPECIAL OPERATIONS SECTION,AFRICAN AMERICAN,MALE,47,28,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,SPECIAL OPERATIONS SECTION,OTHER HISPANIC,MALE,42,20,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,SPECIAL OPERATIONS SECTION,WHITE,MALE,45,19,A.A. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,SPECIAL OPERATIONS SECTION,WHITE,MALE,31,7,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,SPECIAL OPERATIONS SECTION,WHITE,MALE,29,8,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SPECIAL OPERATIONS SECTION,WHITE,MALE,32,9,B.A. OR B.S. COMPLETED & RECEIVED,YES,BPD
POLICE OFFICER,SPECIAL OPERATIONS SECTION,WHITE,MALE,43,9,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,SPECIAL OPERATIONS SECTION,WHITE,MALE,35,8,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,SPECIAL OPERATIONS SECTION,OTHER HISPANIC,MALE,39,12,2 YEARS COLLEGE; NO A. A.,NO,BPD
POLICE OFFICER,SPECIAL OPERATIONS SECTION,WHITE,MALE,42,15,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,SPECIAL OPERATIONS SECTION,AFRICAN AMERICAN,MALE,38,12,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,SPECIAL OPERATIONS SECTION,WHITE,MALE,42,9,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
POLICE OFFICER,SPECIAL OPERATIONS SECTION,WHITE,MALE,31,5,,NO,BPD
POLICE OFFICER,SPECIAL OPERATIONS SECTION,WHITE,MALE,40,17,3 YEARS COLLEGE,NO,BPD
POLICE OFFICER,SPECIAL OPERATIONS SECTION,WHITE,MALE,42,18,1 YEAR COLLEGE OR LESS,NO,BPD
POLICE OFFICER,SPECIAL OPERATIONS SECTION,WHITE,MALE,33,5,HGH SCHOOL GRADUATE,NO,BPD
POLICE OFFICER,SPECIAL OPERATIONS SECTION,WHITE,MALE,38,12,HGH SCHOOL GRADUATE,NO,BPD
POLICE SERGEANT,SPECIAL OPERATIONS SECTION,WHITE,FEMALE,36,8,MASTERS COMPLETED & RECEIVED,NO,BPD
POLICE SERGEANT,SPECIAL OPERATIONS SECTION,WHITE,MALE,46,23,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD
